loan_id,customer_id,application_ts,decision_ts,product_type,channel,requested_amount,currency,term_months,declared_monthly_income,apr,credit_score,risk_band,decision_status
L001138,C00200,2023-05-26T00:00:00,2023-06-03T00:00:00,PERSONAL_LOAN,PARTNER,3941823,COP,3,3595281,0.528,652,A,REJECTED
L001139,C00033,2023-04-01T00:00:00,2023-04-12T00:00:00,PERSONAL_LOAN,APP,2337675,COP,12,3174494,0.566,569,B,APPROVED
L001140,C00060,2025-01-09T00:00:00,2025-01-12T00:00:00,MICROLOAN,PARTNER,4749215,COP,36,3495235,0.429,571,B,APPROVED
L001141,C00239,2023-03-12T00:00:00,2023-03-23T00:00:00,BNPL,PARTNER,4611579,COP,9,747384,0.403,693,E,APPROVED
L001142,C00135,2024-09-03T00:00:00,2024-09-06T00:00:00,PERSONAL_LOAN,PARTNER,4471381,COP,18,7164832,0.307,703,B,PENDING
L001143,C00395,2024-07-13T00:00:00,2024-07-26T00:00:00,PERSONAL_LOAN,APP,1741461,COP,9,3987465,0.209,667,C,REJECTED
L001144,C00115,2024-11-08T00:00:00,2024-11-16T00:00:00,BNPL,PARTNER,1943727,COP,18,2679366,0.267,675,C,APPROVED
L001145,C00211,2024-09-09T00:00:00,2024-09-13T00:00:00,PERSONAL_LOAN,APP,3675421,COP,12,1956279,0.209,774,B,PENDING
L001146,C00216,2024-09-09T00:00:00,2024-09-11T00:00:00,MICROLOAN,WEB,2536157,COP,6,3184813,0.324,743,E,REJECTED
L001147,C00039,2023-07-18T00:00:00,2023-07-27T00:00:00,BNPL,WEB,2531881,COP,36,1929615,0.585,718,E,APPROVED
L001148,C00304,2023-10-05T00:00:00,2023-10-19T00:00:00,MICROLOAN,APP,4208582,COP,18,2535903,0.287,768,B,PENDING
L001149,C00420,2023-08-07T00:00:00,2023-08-12T00:00:00,BNPL,PARTNER,3198109,COP,18,4907943,0.41,590,D,PENDING
L001150,C00520,2025-02-22T00:00:00,2025-03-04T00:00:00,BNPL,APP,2520815,COP,9,1265544,0.482,650,D,PENDING
L001151,C00116,2023-12-18T00:00:00,2024-01-01T00:00:00,MICROLOAN,WEB,2874608,COP,12,5224056,0.544,606,D,PENDING
L001152,C00343,2024-01-20T00:00:00,2024-01-23T00:00:00,BNPL,PARTNER,2494547,COP,18,3891178,0.287,671,D,PENDING
L001153,C00421,2023-02-06T00:00:00,2023-02-14T00:00:00,PERSONAL_LOAN,APP,1825214,COP,6,3798837,0.229,753,A,PENDING
L001154,C00096,2023-04-20T00:00:00,2023-04-25T00:00:00,MICROLOAN,WEB,2656737,COP,12,4873956,0.296,684,D,REJECTED
L001155,C00085,2023-12-09T00:00:00,2023-12-14T00:00:00,MICROLOAN,PARTNER,2424952,COP,6,8953709,0.25,580,A,PENDING
L001156,C00026,2023-03-19T00:00:00,2023-03-29T00:00:00,PERSONAL_LOAN,APP,1879509,COP,36,1770660,0.632,735,D,APPROVED
L001157,C00261,2025-01-02T00:00:00,2025-01-16T00:00:00,BNPL,WEB,2029812,COP,6,2940578,0.23,674,D,PENDING
L001158,C00141,2023-04-04T00:00:00,2023-04-07T00:00:00,PERSONAL_LOAN,APP,5405126,COP,6,3829512,0.282,736,D,PENDING
L001159,C00225,2023-08-05T00:00:00,2023-08-07T00:00:00,MICROLOAN,APP,3396290,COP,3,2737297,0.507,672,C,REJECTED
L001160,C00444,2023-02-22T00:00:00,2023-03-05T00:00:00,PERSONAL_LOAN,APP,1722636,COP,9,2189556,0.634,613,A,PENDING
L001161,C00128,2024-04-09T00:00:00,2024-04-15T00:00:00,BNPL,APP,2052226,COP,9,3383034,0.397,606,A,REJECTED
L001162,C00219,2024-10-27T00:00:00,2024-11-03T00:00:00,MICROLOAN,APP,2767885,COP,36,5584387,0.23,770,D,PENDING
L001163,C00237,2025-02-10T00:00:00,2025-02-16T00:00:00,MICROLOAN,PARTNER,2321518,COP,24,2378475,0.475,696,B,PENDING
L001164,C00059,2024-01-22T00:00:00,2024-01-24T00:00:00,MICROLOAN,APP,3247702,COP,18,3281884,0.562,750,D,REJECTED
L001165,C00310,2024-08-02T00:00:00,2024-08-08T00:00:00,PERSONAL_LOAN,WEB,2461584,COP,36,1999072,0.209,595,C,PENDING
L001166,C00256,2023-04-06T00:00:00,2023-04-19T00:00:00,BNPL,WEB,3123764,COP,12,953841,0.315,669,B,APPROVED
L001167,C00081,2024-01-28T00:00:00,2024-01-30T00:00:00,BNPL,WEB,3020684,COP,18,2946629,0.337,654,A,REJECTED
L001168,C00338,2023-09-17T00:00:00,2023-09-19T00:00:00,MICROLOAN,WEB,1481765,COP,3,3063297,0.317,589,C,PENDING
L001169,C00134,2023-11-25T00:00:00,2023-12-01T00:00:00,BNPL,WEB,656111,COP,12,2747508,0.589,622,D,REJECTED
L001170,C00147,2024-12-19T00:00:00,2024-12-31T00:00:00,BNPL,WEB,845681,COP,3,2991311,0.64,682,E,APPROVED
L001171,C00075,2025-02-21T00:00:00,2025-03-01T00:00:00,MICROLOAN,PARTNER,2311740,COP,3,4272852,0.469,607,C,REJECTED
L001172,C00488,2023-11-15T00:00:00,2023-11-25T00:00:00,MICROLOAN,PARTNER,845429,COP,36,3685572,0.268,612,E,APPROVED
L001173,C00489,2023-06-06T00:00:00,2023-06-07T00:00:00,PERSONAL_LOAN,WEB,3788948,COP,6,2584886,0.625,521,A,REJECTED
L001174,C00251,2024-05-12T00:00:00,2024-05-19T00:00:00,MICROLOAN,WEB,1056207,COP,6,2733832,0.519,724,D,REJECTED
L001175,C00375,2024-03-02T00:00:00,2024-03-11T00:00:00,BNPL,WEB,6338730,COP,9,1852685,0.506,527,C,PENDING
L001176,C00490,2025-01-05T00:00:00,2025-01-07T00:00:00,BNPL,PARTNER,882652,COP,6,3963096,0.242,625,D,PENDING
L001177,C00154,2024-01-23T00:00:00,2024-02-02T00:00:00,MICROLOAN,PARTNER,1819481,COP,9,4088333,0.434,531,A,REJECTED
L001178,C00193,2023-12-06T00:00:00,2023-12-09T00:00:00,BNPL,WEB,2564633,COP,12,4634276,0.331,632,E,APPROVED
L001179,C00183,2024-04-07T00:00:00,2024-04-11T00:00:00,BNPL,PARTNER,1452884,COP,12,4093971,0.192,628,A,APPROVED
L001180,C00139,2024-11-07T00:00:00,2024-11-10T00:00:00,MICROLOAN,PARTNER,3161953,COP,18,2485285,0.574,684,B,REJECTED
L001181,C00395,2024-09-08T00:00:00,2024-09-13T00:00:00,MICROLOAN,APP,1775586,COP,24,1427642,0.285,614,C,REJECTED
L001182,C00188,2023-02-19T00:00:00,2023-03-04T00:00:00,MICROLOAN,APP,2441653,COP,6,2428329,0.379,657,E,APPROVED
L001183,C00215,2024-04-30T00:00:00,2024-05-04T00:00:00,MICROLOAN,PARTNER,1984939,COP,36,1681716,0.563,654,A,APPROVED
L001184,C00295,2023-09-07T00:00:00,2023-09-12T00:00:00,MICROLOAN,WEB,786212,COP,12,4867894,0.218,727,E,PENDING
L001185,C00278,2023-10-28T00:00:00,2023-10-28T00:00:00,BNPL,APP,3264498,COP,18,7433046,0.555,566,C,REJECTED
L001186,C00251,2024-03-14T00:00:00,2024-03-23T00:00:00,MICROLOAN,WEB,4606808,COP,36,6683817,0.509,591,A,REJECTED
L001187,C00330,2024-08-31T00:00:00,2024-09-07T00:00:00,BNPL,WEB,3969108,COP,12,1182856,0.29,823,D,PENDING
L001188,C00134,2024-12-04T00:00:00,2024-12-05T00:00:00,PERSONAL_LOAN,APP,3045295,COP,6,3130809,0.26,528,A,REJECTED
L001189,C00262,2024-10-30T00:00:00,2024-11-04T00:00:00,BNPL,APP,2626189,COP,36,-587603,0.431,620,C,APPROVED
L001190,C00158,2024-08-29T00:00:00,2024-09-05T00:00:00,MICROLOAN,WEB,1838701,COP,24,1707394,0.468,661,B,PENDING
L001191,C00512,2023-06-28T00:00:00,2023-07-02T00:00:00,BNPL,WEB,849662,COP,18,3612560,0.584,692,B,REJECTED
L001192,C00390,2024-10-14T00:00:00,2024-10-18T00:00:00,MICROLOAN,APP,-88273,COP,3,4728981,0.238,655,A,PENDING
L001193,C00151,2024-06-22T00:00:00,2024-06-27T00:00:00,BNPL,PARTNER,2033528,COP,6,5574126,0.288,740,B,APPROVED
L001194,C00241,2023-03-17T00:00:00,2023-03-23T00:00:00,BNPL,WEB,2975372,COP,6,293949,0.187,632,C,PENDING
L001195,C00128,2023-01-18T00:00:00,2023-01-29T00:00:00,BNPL,PARTNER,1892524,COP,6,3976747,0.542,742,C,REJECTED
L001196,C00369,2024-02-19T00:00:00,2024-02-27T00:00:00,MICROLOAN,WEB,3033422,COP,9,4990016,0.522,520,A,PENDING
L001197,C00447,2023-07-29T00:00:00,2023-08-01T00:00:00,MICROLOAN,APP,3443181,COP,36,4712600,0.559,595,C,APPROVED
L001198,C00498,2024-05-29T00:00:00,2024-05-29T00:00:00,MICROLOAN,PARTNER,2354742,COP,9,6098658,0.351,713,A,APPROVED
L001199,C00097,2024-09-22T00:00:00,2024-09-30T00:00:00,MICROLOAN,PARTNER,4102459,COP,3,3039483,0.487,639,E,REJECTED
L001200,C00142,2023-01-28T00:00:00,2023-02-09T00:00:00,PERSONAL_LOAN,APP,2289988,USD,3,1488665,0.511,693,E,APPROVED
L000823,C00086,2025-01-12T00:00:00,2025-01-15T00:00:00,MICROLOAN,PARTNER,664235,COP,6,1632163,0.491,603,D,REJECTED
L000449,C00240,2023-01-02T00:00:00,2023-01-08T00:00:00,BNPL,APP,2830828,COP,6,4732996,0.419,703,C,REJECTED
L000807,C00339,2023-01-22T00:00:00,2023-01-30T00:00:00,MICROLOAN,WEB,2688109,USD,18,2511401,0.508,662,A,REJECTED
L000416,C00162,2024-04-25T00:00:00,2024-04-26T00:00:00,PERSONAL_LOAN,PARTNER,817514,COP,12,3336815,0.641,641,B,APPROVED
L000291,C00451,2024-11-27T00:00:00,2024-12-05T00:00:00,MICROLOAN,WEB,4746681,COP,18,3414180,0.513,538,D,APPROVED
L000620,C00286,2024-08-24T00:00:00,2024-08-24T00:00:00,BNPL,APP,3098390,COP,36,1441311,0.491,611,A,APPROVED
L001118,C00319,2023-10-06T00:00:00,2023-10-17T00:00:00,MICROLOAN,PARTNER,1883957,COP,18,6345887,0.606,555,B,REJECTED
L000344,C00216,2023-02-07T00:00:00,2023-02-07T00:00:00,PERSONAL_LOAN,PARTNER,2283459,COP,12,6524552,0.422,617,B,PENDING
L000361,C00326,2023-04-13T00:00:00,2023-04-25T00:00:00,PERSONAL_LOAN,APP,2362305,COP,24,3849930,0.642,621,A,APPROVED
L001148,C00304,2023-10-05T00:00:00,2023-10-19T00:00:00,MICROLOAN,APP,4208582,COP,18,2535903,0.287,768,B,PENDING
L000853,C00010,2023-11-17T00:00:00,2023-11-19T00:00:00,BNPL,PARTNER,2330845,COP,6,2752931,0.285,659,B,REJECTED
L000270,C00321,2024-08-16T00:00:00,2024-08-23T00:00:00,BNPL,WEB,-747605,COP,12,3324494,0.638,628,D,APPROVED
L000884,C00441,2024-04-10T00:00:00,2024-04-21T00:00:00,PERSONAL_LOAN,APP,1017803,COP,36,3108235,0.197,717,D,APPROVED
L000701,C00029,2024-06-30T00:00:00,2024-07-06T00:00:00,MICROLOAN,APP,3479250,COP,12,3156852,0.321,740,D,REJECTED
L000575,C00124,2024-03-04T00:00:00,2024-03-12T00:00:00,BNPL,WEB,1014644,COP,36,2271961,0.372,634,E,REJECTED
L000895,C00056,2024-07-30T00:00:00,2024-08-01T00:00:00,PERSONAL_LOAN,PARTNER,-543638,COP,6,4243387,0.519,740,D,REJECTED
L000073,C00093,2023-09-06T00:00:00,2023-09-12T00:00:00,PERSONAL_LOAN,APP,1449868,COP,6,1711367,0.519,772,E,PENDING
L000885,C00074,2024-05-29T00:00:00,2024-06-01T00:00:00,PERSONAL_LOAN,WEB,2389782,COP,12,4327540,0.182,757,A,PENDING
